dataset,y_true,uncertainty,severity_potential,context_criticality,model_risk,model_confidence,confidence_penalty,free_energy,adaptive_free_energy,action
cyber,2,0.9433200827057701,0.026023021248474425,0.0,0.6273582299494573,0.3726417700505426,0.6273582299494573,0.4489436397360614,0.32716395150966704,observe
cyber,0,0.94616158221649,0.033844740525401054,0.0,0.5849063495214641,0.4150936504785358,0.5849063495214641,0.4419207212292034,0.29887876100092764,observe
cyber,0,0.9538119986848692,0.39596811237718726,0.0,0.6127042996289997,0.3872957003710002,0.6127042996289997,0.5779085138447263,0.5695560134955859,investigate
cyber,1,0.855079769481018,0.8644928687809018,0.0,0.5315732352593122,0.4684267647406878,0.5315732352593122,0.6919897437324491,0.7466571532941875,contain
cyber,0,0.9526929930692202,0.5201511386877318,0.0,0.623320890760997,0.37667910923900305,0.623320890760997,0.6236910191517213,0.6606933801449839,investigate
cyber,0,0.961854080702095,0.7294298688040176,0.0,0.6517884306755782,0.34821156932442177,0.6517884306755782,0.7068037859609292,0.8307726483750794,contain
cyber,1,0.9104015527296246,0.972021765063222,0.0,0.5521639182387111,0.44783608176128886,0.5521639182387111,0.7513690631506929,0.8740836999619329,escalate
cyber,2,0.9742607145931786,0.38234004247960074,0.0,0.6586983418603257,0.3413016581396743,0.6586983418603257,0.5907718147108952,0.6130491947367304,investigate
cyber,0,0.9000136019036479,0.31082042235300783,0.0,0.5152082855646712,0.48479171443532876,0.5152082855646712,0.5075932997858149,0.39386917502433105,monitor
cyber,2,0.9934932847070782,0.5052328303068776,0.0,0.702695190296586,0.297304809703414,0.702695190296586,0.6505532735936771,0.7453193022022002,contain
cyber,0,0.9605584480281107,0.49258919638280657,0.0,0.6027178489761258,0.3972821510238742,0.6027178489761258,0.611253215386447,0.6304895973400805,investigate
cyber,0,0.7880869000433319,0.3104299549227492,0.0,0.42018968613715124,0.5798103138628488,0.42018968613715124,0.4501239757702496,0.23667107310529442,observe
cyber,0,0.9357131147323049,0.47686005097866657,0.0,0.572154586039395,0.42784541396060505,0.572154586039395,0.5906535987720735,0.5772187480471823,investigate
cyber,0,0.9607148785842335,0.09934535131059367,0.0,0.6026313069564435,0.3973686930435565,0.6026313069564435,0.4736431632730887,0.36757198821575454,monitor
cyber,3,0.9332103379447506,0.4127486125452238,0.0,0.572128701459956,0.427871298540044,0.572128701459956,0.5674572911392425,0.5325938651254842,monitor
cyber,0,0.9864781621511839,0.14247439216517216,0.0,0.6676672731366661,0.3323327268633339,0.6676672731366661,0.5127263041873319,0.46861422135179265,monitor
cyber,0,0.9322168369815257,0.3285387596682051,0.0,0.5539756715005486,0.44602432849945145,0.5539756715005486,0.5331475348534667,0.46042333780649625,monitor
cyber,1,0.8688608618789717,0.6819850614064921,0.0,0.5589487069836043,0.4410512930163956,0.5589487069836043,0.6390902068018648,0.6570441067289046,investigate
cyber,0,0.8806305929751722,1.0,0.0,0.5047570297811865,0.49524297021881347,0.5047570297811865,0.7403784353378483,0.832549027953397,contain
cyber,2,0.8948339295349288,0.3176481075653906,0.0,0.532923478880073,0.4670765211199271,0.532923478880073,0.5128578862283835,0.40965467356788715,monitor
cyber,3,0.9577885278148319,0.4639134785438857,0.0,0.640957504104019,0.35904249589598103,0.640957504104019,0.6099456518608143,0.6413589659142972,investigate
cyber,1,0.9323785931277365,0.4408391915974387,0.0,0.5856979641298634,0.41430203587013664,0.5856979641298634,0.5804317860298903,0.5621432305227999,investigate
cyber,0,0.9873285026932058,0.6612909544657596,0.0,0.6784758344002678,0.3215241655997322,0.6784758344002678,0.6972693434710446,0.8251588022206473,contain
cyber,3,0.8592915551130491,0.43620703003874023,0.0,0.497090763098998,0.502909236901002,0.497090763098998,0.5347326178222234,0.4343665365073661,monitor
cyber,2,0.9228816643883926,0.3410756766093626,0.0,0.6074760032294724,0.3925239967705276,0.6074760032294724,0.5481099869371627,0.5070594739829989,monitor
cyber,0,0.9570131145519508,0.18461938842229506,0.0,0.7072404853942582,0.37035268833493407,0.6296473116650659,0.5207715242890338,0.49464229709585344,monitor
cyber,0,0.8394706950602706,0.5918071348247316,0.0,0.4797509870739892,0.5202490129260108,0.4797509870739892,0.5789114524752346,0.5101924024869785,monitor
cyber,3,0.9147203091816365,0.2934952621838141,0.0,0.5577191945391333,0.4422808054608667,0.5577191945391333,0.5165692331536091,0.42800213964624845,monitor
cyber,1,0.9099675975230024,0.2182823203637441,0.0,0.543556196189662,0.456443803810338,0.543556196189662,0.48527814043162665,0.36257923286090277,monitor
cyber,0,0.9840682923369933,0.7949216547188962,0.0,0.6605218877527292,0.3394781122472708,0.6605218877527292,0.7385735387908939,0.8972500891840838,escalate
cyber,2,0.9914548003941774,0.38508661400201305,0.0,0.7375541136816385,0.2844869069220993,0.7155130930779007,0.6144011813789936,0.6884941650567853,investigate
cyber,0,0.8616335705640163,0.4395783618218535,0.0,0.5357744986335138,0.46422550136648627,0.5357744986335138,0.546286122465232,0.47057657441229006,monitor
cyber,1,0.8687118943854327,0.41694865227826866,0.0,0.4698968448449017,0.5301031551550983,0.4698968448449017,0.5240198078242492,0.40528304713393914,monitor
cyber,0,0.9712289879655747,0.21218180445503732,0.0,0.6342190270969403,0.3657809729030597,0.6342190270969403,0.5241870847231704,0.47670744644886176,monitor
cyber,2,0.8591412868167656,0.21900637861000416,0.0,0.623548302037535,0.4164409861651002,0.5835590138348998,0.4862827652476514,0.3870843810990612,monitor
cyber,0,0.9375207892854258,0.310905745438882,0.0,0.5923780837443208,0.40762191625567923,0.5923780837443208,0.5381677686253166,0.48440440056035583,monitor
cyber,0,0.8997123220251999,0.2562923814845501,0.0,0.5224918652118694,0.4775081347881306,0.5224918652118694,0.4902389964301198,0.363286769394654,monitor
cyber,0,0.8355432939957609,0.43000493296822234,0.0,0.5201361080208476,0.47986389197915236,0.5201361080208476,0.531198741742818,0.43303464360857724,monitor
cyber,3,0.9576041856187449,0.29412143849874994,0.0,0.6200032123143966,0.3799967876856034,0.6200032123143966,0.545224562238785,0.5101804525492912,monitor
cyber,3,0.8472742433370679,0.48275152024023366,0.0,0.6546061449399622,0.42406175703258076,0.5759382429674192,0.5789300511229383,0.5737964339486374,investigate
cyber,0,0.947601972651704,0.5815318803863307,0.0,0.6050760019892083,0.3949239980107917,0.6050760019892083,0.6390857504280291,0.6829615619543936,investigate
cyber,1,0.9913851473521071,0.39059148698677676,0.0,0.6932543317078952,0.30674566829210487,0.6932543317078952,0.6074361475779778,0.6593099961024653,investigate
cyber,2,0.8510860916948159,0.38253350001111164,0.0,0.5217306184131727,0.47826938158682736,0.5217306184131727,0.519645207115627,0.41338861058767223,monitor
cyber,0,0.958463990375123,0.3067158629489248,0.0,0.596782066792604,0.40321793320739596,0.596782066792604,0.5440852658428116,0.4997881924361147,monitor
cyber,3,0.8370763620122288,0.3796504010486161,0.0,0.46326223850477877,0.5367377614952212,0.46326223850477877,0.49981610859687897,0.3528875035248217,monitor
cyber,3,0.8570047520307159,0.5233402850114418,0.0,0.6367162549215367,0.4293871656014857,0.5706128343985143,0.5928392470413013,0.5951234462862756,investigate
cyber,0,0.9188177926221256,0.17132923263569302,0.0,0.5430415004269984,0.45695849957300155,0.5430415004269984,0.47137094431587984,0.3368818042790584,observe
cyber,0,0.8839126389842933,0.517575175929727,0.0,0.5051636177278112,0.49483638227218885,0.5051636177278112,0.5726160077026452,0.5125748935231853,monitor
cyber,0,0.9810891532484812,0.5304274029725968,0.0,0.6887952940427755,0.3112047059572245,0.6887952940427755,0.6521751605256471,0.7419575665058035,contain
cyber,0,0.9338177653698041,0.7760033742077243,0.0,0.6006778530202541,0.39932214697974594,0.6006778530202541,0.7019159738387083,0.7997778536221644,contain
cyber,0,0.8415835540818651,0.34658076896187,0.0,0.4825514588438161,0.5174485411561839,0.4825514588438161,0.4944162000721681,0.3500189115982694,monitor
cyber,0,0.9654616440157388,0.3670710280967103,0.0,0.6551293600456687,0.3448706399543313,0.6551293600456687,0.5818956930499873,0.5937621300058576,investigate
cyber,0,0.898946409016026,0.2039461278940412,0.0,0.5061830484519066,0.49381695154809335,0.5061830484519066,0.4676108295806989,0.31412183807418936,observe
cyber,0,0.8285512891500914,0.5123608383573064,0.0,0.45764943931998003,0.54235056068002,0.45764943931998003,0.5423040400000796,0.43103252073148157,monitor
cyber,1,0.9390583304514888,0.5269279105997352,0.0,0.5936547865213548,0.4063452134786452,0.5936547865213548,0.6145559644756927,0.6309856945766821,investigate
cyber,2,0.8780953970483651,0.21807877260009345,0.0,0.5093244464948069,0.4906755535051931,0.5093244464948069,0.467087301148244,0.311757192002902,observe
cyber,2,0.9130284129558816,0.6339510954034366,0.0,0.5808598567553642,0.4191401432446358,0.5808598567553642,0.6410063714668083,0.6738278875118087,investigate
cyber,0,0.8620827696626077,0.6424890560295653,0.0,0.4943247931233865,0.5056752068766135,0.4943247931233865,0.6070771987899767,0.5719239955342599,investigate
cyber,0,0.736372685631259,0.07950445017662555,0.0,0.3646281000664111,0.6353718999335889,0.3646281000664111,0.3398953882677994,0.0,observe
cyber,2,0.9427824294148623,0.29927142883751195,0.0,0.5886984224612376,0.4113015775387624,0.5886984224612376,0.5347543345328972,0.47719314860555234,monitor
cyber,0,0.9591387741053514,0.8995052526243748,0.0,0.7449815475351651,0.362388317782735,0.637611682217265,0.778076871002138,1.0,escalate
cyber,0,0.9914541914264217,0.5084272001235124,0.0,0.7152187268920279,0.28923221357954565,0.7107677864204544,0.6537453651470054,0.7556605286966497,contain
cyber,2,0.9092586573214774,0.4126243491977287,0.0,0.5471045170304913,0.45289548296950866,0.5471045170304913,0.553972248673271,0.49500639573183564,monitor
cyber,1,0.9696548778656886,0.19615664585113257,0.0,0.6197821170174107,0.38021788298258935,0.6197821170174107,0.5144968186619557,0.45283454623280117,monitor
cyber,2,0.9406157541568366,0.4823738703223965,0.0,0.5789903079866726,0.4210096920133274,0.5789903079866726,0.5957631578565579,0.5900147126501579,investigate
cyber,3,0.9226456863970188,0.5675024903111817,0.0,0.6037692963936091,0.3962307036063909,0.6037692963936091,0.6263619016264215,0.6552044904338628,investigate
cyber,3,0.9885517986290868,0.5641587491150258,0.0,0.700475833311587,0.299524166688413,0.700475833311587,0.6691400601068818,0.7794444646732913,contain
cyber,0,0.9787371018407632,0.0794781061573694,0.0,0.6793200154202929,0.32067998457970714,0.6793200154202929,0.4912684715623814,0.43086874781149065,monitor
cyber,2,0.9837566861968509,0.31302568105957157,0.0,0.706370510120141,0.2936294898798591,0.706370510120141,0.5812786217599406,0.6131233928489527,investigate
cyber,2,0.7873391145122833,0.43711698890018724,0.0,0.47887041900571303,0.521129580994287,0.47887041900571303,0.5089102852201788,0.3699142157105065,monitor
cyber,3,0.9862488625448627,0.331602761691053,0.0,0.6765373396545351,0.3234626603454649,0.6765373396545351,0.5810699602689611,0.6023354728519684,investigate
cyber,2,0.8355872803864804,0.3960162759858165,0.0,0.5521518221541335,0.4478481778458665,0.5521518221541335,0.5273198362495133,0.43709789582917435,monitor
cyber,0,0.7938522213309454,0.10924546627415539,0.0,0.4044760179357927,0.5955239820642073,0.4044760179357927,0.37751058407918614,0.09300197235124535,observe
cyber,1,0.9555562158296995,0.3278418570155362,0.0,0.6043226846916748,0.3956773153083252,0.6043226846916748,0.5524921858772662,0.518203687246751,monitor
cyber,0,0.9519865273629543,0.4262319647503563,0.0,0.6407610729038765,0.3592389270961235,0.6407610729038765,0.5949674140974801,0.6119797389156061,investigate
cyber,0,0.9485529526249733,0.35182906333365394,0.0,0.6491355403513451,0.35086445964865487,0.6491355403513451,0.5699899430421072,0.566849961322402,investigate
cyber,2,0.8547381096889003,0.3179114552657448,0.0,0.47981422997056145,0.5201857700294386,0.47981422997056145,0.4876439997423211,0.33767077209038193,observe
cyber,0,0.8723671017815257,0.395022752421389,0.0,0.5528033423255507,0.4471966576744492,0.5528033423255507,0.5381689294633315,0.4624503393599086,monitor
cyber,1,0.9826938230810649,0.8208255050201332,0.0,0.6923386708580943,0.30766132914190575,0.6923386708580943,0.7551817413958896,0.9402135178673574,escalate
cyber,0,0.9281537150800169,0.15975875838143586,0.0,0.6175927536421641,0.3824072463578358,0.6175927536421641,0.48875986836804863,0.3979240656414113,monitor
cyber,0,0.9153656506995558,0.2750863420631876,0.0,0.6008001951360612,0.3991998048639388,0.6008001951360612,0.5210899637159977,0.4521485931525893,monitor
cyber,0,0.9431898696383915,0.03326247121209107,0.0,0.5835239105459571,0.41647608945404296,0.5835239105459571,0.4404798034522386,0.29527581339796805,observe
cyber,0,0.8679248547333941,0.2556115237320999,0.0,0.4810862019394615,0.5189137980605385,0.4810862019394615,0.47011304021111855,0.3062079444311072,observe
cyber,0,0.9228573764018204,0.854704501807178,0.0,0.6373542920649939,0.36341485898477,0.63658514101523,0.7352654464643306,0.8753218387410687,escalate
cyber,0,0.9790213316821695,0.527110585933193,0.0,0.6760584547389353,0.32394154526106467,0.6760584547389353,0.6472097182660022,0.7276615338669534,contain
cyber,0,0.8723266677149075,0.42972714995742023,0.0,0.5306074018047298,0.46939259819527024,0.5306074018047298,0.5447543532507518,0.467075983918525,monitor
cyber,2,0.8939390521845832,0.4927984215760563,0.0,0.6285957712759136,0.3874028606143582,0.6125971393856418,0.5962102428369459,0.6030650492656315,investigate
cyber,1,0.9097225512987035,0.12542110186237657,0.0,0.6383190550723772,0.36168094492762287,0.6383190550723772,0.47639391480953713,0.3795225752552807,monitor
cyber,2,0.9688889160928065,0.41939726373289465,0.0,0.6784785999736558,0.3215214000263442,0.6784785999736558,0.607075367127769,0.6506415480062332,investigate
cyber,0,0.9404175371382802,0.7579666186663654,0.0,0.5824160194119121,0.4175839805880878,0.5824160194119121,0.69301758252769,0.7770236888294643,contain
video,0,2.6575424759098903e-07,0.2744571632569062,0.0,0.0,1.0,0.0,0.09606008686619145,0.12164910357988977,observe
video,0,2.6575424759098903e-07,0.452911315873316,0.0,0.0,1.0,0.0,0.15851904028193486,0.2007462837674388,observe
video,0,2.6575424759098903e-07,0.4309186940023174,0.0,0.0,1.0,0.0,0.15082162262708537,0.19099837737567105,observe
video,0,2.6575424759098903e-07,0.3457891658920356,0.0,0.0,1.0,0.0,0.12102628778848673,0.15326596529393166,observe
video,1,2.6575424759098903e-07,0.4609417779755506,0.0,1.0,1.0,0.0,0.3113297020177169,0.6317111376273558,investigate
video,1,0.21538131398673047,0.6476856277295385,0.0,0.9657283036799317,0.9657283036799317,0.03427169632006832,0.4395907790853542,0.8030487451494834,contain
video,0,2.6575424759098903e-07,0.33387954393321195,0.0,0.0,1.0,0.0,0.11685792010289846,0.14798720041101213,observe
video,1,0.013200575350485145,0.4532781351117213,0.0,0.9988178051062693,0.9988178051062693,0.0011821948937307258,0.3125484101495615,0.6340185774740361,investigate
video,0,2.6575424759098903e-07,0.34832375836051077,0.0,0.0,1.0,0.0,0.12191339515245304,0.1543893861515674,observe
video,0,2.6575424759098903e-07,0.28986526317521133,0.0,0.0,1.0,0.0,0.10145292183759824,0.12847851739692565,observe
video,0,2.6575424759098903e-07,0.43027834470085613,0.0,0.0,1.0,0.0,0.1505975003715739,0.19071455195979783,observe
video,0,2.6575424759098903e-07,0.30044443668668863,0.0,0.0,1.0,0.0,0.1051556325666153,0.13316758056079242,observe
video,0,2.6575424759098903e-07,0.30610964268951385,0.0,0.0,1.0,0.0,0.10713845466760412,0.1356785998530599,observe
video,1,2.6575424759098903e-07,0.5014079958342752,0.0,1.0,1.0,0.0,0.32549287826827056,0.6496471939115726,investigate
video,0,2.6575424759098903e-07,0.167579889133712,0.0,0.0,1.0,0.0,0.05865304092307347,0.07427732273123827,observe
video,1,2.6575424759098903e-07,0.4197913902163106,0.0,1.0,1.0,0.0,0.29692706630198296,0.6134718330908201,investigate
video,0,2.6575424759098903e-07,0.27902680392451756,0.0,0.0,1.0,0.0,0.09765946109985542,0.12367452964019186,observe
video,1,2.6575424759098903e-07,0.3636121709427498,0.0,1.0,1.0,0.0,0.2772643395562367,0.5885712198827414,investigate
video,0,2.6575424759098903e-07,0.4388752976847379,0.0,0.0,1.0,0.0,0.1536064339159325,0.19452502500993546,observe
video,0,2.6575424759098903e-07,0.45948793414270106,0.0,0.0,1.0,0.0,0.16082085667621965,0.20366127315071442,observe
video,0,2.6575424759098903e-07,0.4513819373313717,0.0,0.0,1.0,0.0,0.15798375779225438,0.20006840920787525,observe
video,0,2.6575424759098903e-07,0.3539646339200497,0.0,0.0,1.0,0.0,0.12388770159829166,0.1568896213324626,observe
video,0,2.6575424759098903e-07,0.3325233016406348,0.0,0.0,1.0,0.0,0.11638323530049645,0.1473860659491846,observe
video,0,2.6575424759098903e-07,0.1471954322852624,0.0,0.0,1.0,0.0,0.05151848102611612,0.0652422118485405,observe
video,0,2.6575424759098903e-07,0.33587268187787017,0.0,0.0,1.0,0.0,0.11755551838352883,0.1488706295093876,observe
video,0,2.6575424759098903e-07,0.39582183359684026,0.0,0.0,1.0,0.0,0.13853772148516835,0.17544220986257048,observe
video,1,2.6575424759098903e-07,0.5896035446452805,0.0,1.0,1.0,0.0,0.3563613203521224,0.6887385746038389,investigate
video,0,2.6575424759098903e-07,0.48074182403930993,0.0,0.0,1.0,0.0,0.16825971814003274,0.21308174745288433,observe
video,0,2.6575424759098903e-07,0.48371901106629034,0.0,0.0,1.0,0.0,0.1693017335994759,0.21440134184322215,observe
video,0,2.6575424759098903e-07,0.3522617750907407,0.0,0.0,1.0,0.0,0.12329170100803351,0.1561348541853773,observe
video,1,2.6575424759098903e-07,0.5553029834690734,0.0,1.0,1.0,0.0,0.3443561239404499,0.6735353550199252,investigate
video,1,2.6575424759098903e-07,0.39216300661642073,0.0,1.0,1.0,0.0,0.2872571320420215,0.6012259581484275,investigate
video,0,2.6575424759098903e-07,0.3832001092284347,0.0,0.0,1.0,0.0,0.13412011795622641,0.16984781605324675,observe
video,0,2.6575424759098903e-07,0.29618391172116404,0.0,0.0,1.0,0.0,0.10366444882868169,0.13127916549198745,observe
video,0,2.6575424759098903e-07,0.3082085954232035,0.0,0.0,1.0,0.0,0.1078730881243955,0.13660892980138373,observe
video,1,0.03639340337146427,0.4333213216469917,0.0,0.9961538461538462,0.9961538461538462,0.0038461538461538325,0.3123881758955786,0.6350188014971764,investigate
video,0,2.6575424759098903e-07,0.33479674538333476,0.0,0.0,1.0,0.0,0.11717894061044143,0.14839373647254378,observe
video,0,2.6575424759098903e-07,0.30881237038473436,0.0,0.0,1.0,0.0,0.10808440936093129,0.13687654417866074,observe
video,0,2.6575424759098903e-07,0.2880993980555206,0.0,0.0,1.0,0.0,0.10083486904570647,0.1276958236377094,observe
